"Team","Quarter1","Quarter2","Quarter3","Quarter4","GameCode","SeasonCode"
"FC BARCELONA",12,19,25,19,10,33,"E2021"
"OLYMPIACOS PIRAEUS",12,24,27,20,34,"E2021"
"ZALGIRIS KAUNAS",23,16,10,19,34,"E2021"
"AX ARMANI EXCHANGE MILAN",16,26,21,12,35,"E2021"
"ANADOLU EFES ISTANBUL",21,15,13,22,35,"E2021"
"REAL MADRID",30,12,20,26,36,"E2021"
"PANATHINAIKOS OPAP ATHENS",18,12,20,15,36,"E2021"
"ANADOLU EFES ISTANBUL",18,14,15,24,37,"E2021"
"UNICS KAZAN",22,15,14,17,37,"E2021"
"ZALGIRIS KAUNAS",24,15,16,18,38,"E2021"
"FC BAYERN MUNICH",13,14,25,23,38,"E2021"
"MACCABI PLAYTIKA TEL AVIV",19,14,22,22,39,"E2021"
"PANATHINAIKOS OPAP ATHENS",13,10,17,33,39,"E2021"
"AX ARMANI EXCHANGE MILAN",14,12,25,22,40,"E2021"
"LDLC ASVEL VILLEURBANNE",17,23,11,21,40,"E2021"
"REAL MADRID",10,25,15,20,41,"E2021"
"FENERBAHCE BEKO ISTANBUL",15,26,11,17,41,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",10,15,21,17,42,"E2021"
"ALBA BERLIN",12,26,20,20,42,"E2021"
"CSKA MOSCOW",20,28,18,22,43,"E2021"
"OLYMPIACOS PIRAEUS",25,13,21,23,43,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",21,17,22,18,44,"E2021"
"AS MONACO",20,15,11,20,44,"E2021"
"FC BARCELONA",20,24,22,18,45,"E2021"
"ZENIT ST PETERSBURG",19,8,14,17,45,"E2021"
"AS MONACO",21,20,15,14,46,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",12,24,17,9,46,"E2021"
"FENERBAHCE BEKO ISTANBUL",20,9,19,26,47,"E2021"
"FC BARCELONA",15,20,14,27,47,"E2021"
"OLYMPIACOS PIRAEUS",27,25,19,16,48,"E2021"
"ALBA BERLIN",19,23,17,24,48,"E2021"
"MACCABI PLAYTIKA TEL AVIV",16,23,19,18,49,"E2021"
"ZALGIRIS KAUNAS",20,10,16,16,49,"E2021"
"FC BAYERN MUNICH",21,18,20,24,50,"E2021"
"AX ARMANI EXCHANGE MILAN",24,15,15,23,50,"E2021"
"UNICS KAZAN",24,24,18,17,51,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",17,6,21,25,51,"E2021"
"ZENIT ST PETERSBURG",13,27,17,11,52,"E2021"
"REAL MADRID",22,17,20,16,52,"E2021"
"LDLC ASVEL VILLEURBANNE",26,13,14,17,53,"E2021"
"CSKA MOSCOW",13,17,26,12,53,"E2021"
"PANATHINAIKOS OPAP ATHENS",22,30,26,17,54,"E2021"
"ANADOLU EFES ISTANBUL",13,22,20,14,54,"E2021"
"ALBA BERLIN",18,18,19,14,55,"E2021"
"FC BAYERN MUNICH",19,18,20,25,55,"E2021"
"OLYMPIACOS PIRAEUS",19,26,10,12,56,"E2021"
"FENERBAHCE BEKO ISTANBUL",14,20,19,12,56,"E2021"
"MACCABI PLAYTIKA TEL AVIV",31,25,9,20,57,"E2021"
"FC BARCELONA",18,18,18,14,57,"E2021"
"AX ARMANI EXCHANGE MILAN",24,19,19,17,58,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",6,21,23,12,58,"E2021"
"UNICS KAZAN",14,21,14,16,59,"E2021"
"REAL MADRID",11,23,17,7,59,"E2021"
"ZENIT ST PETERSBURG",21,24,20,18,60,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",23,7,7,17,60,"E2021"
"AS MONACO",13,26,28,30,61,"E2021"
"CSKA MOSCOW",25,27,12,16,61,"E2021"
"ANADOLU EFES ISTANBUL",24,20,25,25,62,"E2021"
"ZALGIRIS KAUNAS",17,12,17,14,62,"E2021"
"PANATHINAIKOS OPAP ATHENS",18,20,16,16,63,"E2021"
"LDLC ASVEL VILLEURBANNE",24,19,15,26,63,"E2021"
"CSKA MOSCOW",21,23,18,20,64,"E2021"
"FENERBAHCE BEKO ISTANBUL",25,24,20,22,64,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",21,18,18,24,65,"E2021"
"PANATHINAIKOS OPAP ATHENS",8,18,10,12,65,"E2021"
"LDLC ASVEL VILLEURBANNE",21,18,26,20,66,"E2021"
"UNICS KAZAN",24,12,21,25,66,"E2021"
"AX ARMANI EXCHANGE MILAN",28,14,19,14,67,"E2021"
"FC BARCELONA",21,13,15,21,67,"E2021"
"ANADOLU EFES ISTANBUL",20,13,18,28,68,"E2021"
"ZENIT ST PETERSBURG",22,25,26,17,68,"E2021"
"ZALGIRIS KAUNAS",10,27,15,19,69,"E2021"
"ALBA BERLIN",22,19,21,17,69,"E2021"
"OLYMPIACOS PIRAEUS",17,18,24,27,70,"E2021"
"AS MONACO",27,11,14,13,70,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",14,21,19,15,71,"E2021"
"MACCABI PLAYTIKA TEL AVIV",21,23,19,24,71,"E2021"
"FC BAYERN MUNICH",13,19,26,18,72,"E2021"
"REAL MADRID",13,30,17,20,72,"E2021"
"CSKA MOSCOW",17,22,19,16,73,"E2021"
"MACCABI PLAYTIKA TEL AVIV",19,19,21,14,73,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",18,15,17,23,74,"E2021"
"LDLC ASVEL VILLEURBANNE",9,23,13,22,74,"E2021"
"ALBA BERLIN",21,14,12,16,75,"E2021"
"ANADOLU EFES ISTANBUL",20,31,19,20,75,"E2021"
"PANATHINAIKOS OPAP ATHENS",15,21,18,18,76,"E2021"
"UNICS KAZAN",15,20,19,20,76,"E2021"
"FC BARCELONA",32,23,26,12,77,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",15,16,10,26,77,"E2021"
"ZENIT ST PETERSBURG",25,24,9,26,78,"E2021"
"OLYMPIACOS PIRAEUS",22,21,14,21,78,"E2021"
"FENERBAHCE BEKO ISTANBUL",3,17,9,14,79,"E2021"
"AX ARMANI EXCHANGE MILAN",22,15,25,6,79,"E2021"
"AS MONACO",27,28,17,22,80,"E2021"
"FC BAYERN MUNICH",20,23,17,11,80,"E2021"
"REAL MADRID",20,31,24,20,81,"E2021"
"ZALGIRIS KAUNAS",11,34,25,12,81,"E2021"
"ZALGIRIS KAUNAS",20,23,17,16,82,"E2021"
"PANATHINAIKOS OPAP ATHENS",12,25,15,17,82,"E2021"
"LDLC ASVEL VILLEURBANNE",24,19,11,20,83,"E2021"
"REAL MADRID",33,18,16,20,83,"E2021"
"FC BAYERN MUNICH",22,13,14,22,84,"E2021"
"FENERBAHCE BEKO ISTANBUL",12,18,16,17,84,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",25,30,13,25,85,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",22,10,21,21,85,"E2021"
"UNICS KAZAN",19,25,27,26,86,"E2021"
"AX ARMANI EXCHANGE MILAN",17,16,16,22,86,"E2021"
"ZENIT ST PETERSBURG",20,22,17,16,87,"E2021"
"ALBA BERLIN",14,16,20,16,87,"E2021"
"ANADOLU EFES ISTANBUL",23,21,24,20,88,"E2021"
"OLYMPIACOS PIRAEUS",25,19,22,3,88,"E2021"
"MACCABI PLAYTIKA TEL AVIV",26,15,21,33,89,"E2021"
"AS MONACO",19,25,17,23,89,"E2021"
"FC BARCELONA",13,25,13,30,90,"E2021"
"CSKA MOSCOW",13,14,33,13,90,"E2021"
"FC BAYERN MUNICH",22,15,22,22,91,"E2021"
"PANATHINAIKOS OPAP ATHENS",22,22,16,18,91,"E2021"
"REAL MADRID",16,16,25,22,92,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",13,19,14,21,92,"E2021"
"UNICS KAZAN",13,27,19,26,93,"E2021"
"ALBA BERLIN",26,22,12,11,93,"E2021"
"ZENIT ST PETERSBURG",19,16,25,14,94,"E2021"
"AX ARMANI EXCHANGE MILAN",19,20,21,10,94,"E2021"
"ANADOLU EFES ISTANBUL",24,34,15,25,95,"E2021"
"AS MONACO",20,20,21,16,95,"E2021"
"ZALGIRIS KAUNAS",16,22,26,22,96,"E2021"
"FENERBAHCE BEKO ISTANBUL",18,11,30,16,96,"E2021"
"OLYMPIACOS PIRAEUS",35,16,20,19,97,"E2021"
"MACCABI PLAYTIKA TEL AVIV",8,18,19,28,97,"E2021"
"LDLC ASVEL VILLEURBANNE",9,19,19,13,98,"E2021"
"FC BARCELONA",19,12,31,18,98,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",8,18,15,33,99,"E2021"
"CSKA MOSCOW",23,12,19,26,99,"E2021"
"CSKA MOSCOW",18,14,24,21,100,"E2021"
"FC BAYERN MUNICH",24,17,16,17,100,"E2021"
"FENERBAHCE BEKO ISTANBUL",18,23,26,17,101,"E2021"
"ANADOLU EFES ISTANBUL",20,16,20,33,101,"E2021"
"PANATHINAIKOS OPAP ATHENS",15,18,20,17,102,"E2021"
"ZENIT ST PETERSBURG",23,15,10,16,102,"E2021"
"ALBA BERLIN",21,24,20,26,103,"E2021"
"MACCABI PLAYTIKA TEL AVIV",17,18,23,28,103,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",14,20,13,13,104,"E2021"
"REAL MADRID",25,28,18,17,104,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",16,23,18,21,105,"E2021"
"UNICS KAZAN",26,21,29,22,105,"E2021"
"AS MONACO",21,19,22,22,106,"E2021"
"LDLC ASVEL VILLEURBANNE",22,26,14,23,106,"E2021"
"AX ARMANI EXCHANGE MILAN",25,20,12,15,107,"E2021"
"OLYMPIACOS PIRAEUS",30,30,12,21,107,"E2021"
"FC BARCELONA",24,28,23,21,108,"E2021"
"ZALGIRIS KAUNAS",17,21,20,15,108,"E2021"
"CSKA MOSCOW",31,22,22,22,109,"E2021"
"PANATHINAIKOS OPAP ATHENS",22,16,16,23,109,"E2021"
"FENERBAHCE BEKO ISTANBUL",16,24,23,33,110,"E2021"
"AS MONACO",18,24,21,23,110,"E2021"
"ZALGIRIS KAUNAS",21,19,11,21,111,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",19,13,14,22,111,"E2021"
"FC BAYERN MUNICH",12,27,19,15,112,"E2021"
"LDLC ASVEL VILLEURBANNE",20,18,16,11,112,"E2021"
"REAL MADRID",20,17,13,22,113,"E2021"
"MACCABI PLAYTIKA TEL AVIV",18,20,21,11,113,"E2021"
"UNICS KAZAN",20,20,22,15,7,114,"E2021"
"OLYMPIACOS PIRAEUS",17,25,17,18,10,114,"E2021"
"ZENIT ST PETERSBURG",16,12,12,18,115,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",23,19,16,11,115,"E2021"
"ANADOLU EFES ISTANBUL",25,22,21,12,13,116,"E2021"
"FC BARCELONA",20,17,25,18,15,116,"E2021"
"ALBA BERLIN",19,24,24,14,117,"E2021"
"AX ARMANI EXCHANGE MILAN",15,18,23,20,117,"E2021"
"ZENIT ST PETERSBURG",18,23,21,18,118,"E2021"
"FENERBAHCE BEKO ISTANBUL",16,24,21,25,118,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",19,17,20,25,119,"E2021"
"OLYMPIACOS PIRAEUS",15,23,15,23,119,"E2021"
"MACCABI PLAYTIKA TEL AVIV",24,19,23,8,120,"E2021"
"UNICS KAZAN",26,17,20,22,120,"E2021"
"FC BAYERN MUNICH",27,17,22,17,121,"E2021"
"ANADOLU EFES ISTANBUL",23,15,26,7,121,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",19,26,24,22,122,"E2021"
"LDLC ASVEL VILLEURBANNE",19,25,11,11,122,"E2021"
"ZALGIRIS KAUNAS",18,10,11,12,123,"E2021"
"CSKA MOSCOW",19,11,27,16,123,"E2021"
"AS MONACO",14,13,17,21,124,"E2021"
"AX ARMANI EXCHANGE MILAN",26,13,18,14,124,"E2021"
"PANATHINAIKOS OPAP ATHENS",30,13,14,25,125,"E2021"
"ALBA BERLIN",25,18,9,15,125,"E2021"
"FC BARCELONA",24,27,16,26,126,"E2021"
"REAL MADRID",19,23,16,22,126,"E2021"
"ANADOLU EFES ISTANBUL",13,30,23,21,127,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",21,21,20,10,127,"E2021"
"FENERBAHCE BEKO ISTANBUL",23,19,28,20,128,"E2021"
"MACCABI PLAYTIKA TEL AVIV",18,19,14,28,128,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",13,18,18,20,129,"E2021"
"FC BARCELONA",20,14,27,15,129,"E2021"
"AX ARMANI EXCHANGE MILAN",15,18,24,18,130,"E2021"
"PANATHINAIKOS OPAP ATHENS",19,10,13,12,130,"E2021"
"REAL MADRID",19,24,17,27,131,"E2021"
"ALBA BERLIN",16,10,20,18,131,"E2021"
"CSKA MOSCOW",21,7,23,16,132,"E2021"
"UNICS KAZAN",27,19,26,16,132,"E2021"
"ZALGIRIS KAUNAS",21,22,27,25,3,133,"E2021"
"AS MONACO",22,26,13,34,12,133,"E2021"
"LDLC ASVEL VILLEURBANNE",18,14,17,12,134,"E2021"
"ZENIT ST PETERSBURG",21,12,21,17,134,"E2021"
"OLYMPIACOS PIRAEUS",26,23,16,18,135,"E2021"
"FC BAYERN MUNICH",10,14,13,23,135,"E2021"
"FENERBAHCE BEKO ISTANBUL",19,24,12,20,136,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",14,14,15,10,136,"E2021"
"PANATHINAIKOS OPAP ATHENS",26,23,15,18,137,"E2021"
"FC BARCELONA",26,15,27,17,137,"E2021"
"MACCABI PLAYTIKA TEL AVIV",27,20,16,15,138,"E2021"
"ANADOLU EFES ISTANBUL",20,30,20,22,138,"E2021"
"AX ARMANI EXCHANGE MILAN",19,8,21,25,139,"E2021"
"REAL MADRID",18,17,20,20,139,"E2021"
"UNICS KAZAN",13,13,16,24,140,"E2021"
"ZALGIRIS KAUNAS",12,11,19,11,140,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",20,26,19,16,141,"E2021"
"FC BAYERN MUNICH",21,24,22,11,141,"E2021"
"AS MONACO",14,29,14,17,142,"E2021"
"ZENIT ST PETERSBURG",31,14,11,29,142,"E2021"
"OLYMPIACOS PIRAEUS",20,19,26,24,143,"E2021"
"LDLC ASVEL VILLEURBANNE",10,11,17,16,143,"E2021"
"ALBA BERLIN",21,27,25,17,144,"E2021"
"CSKA MOSCOW",23,25,21,24,144,"E2021"
"ANADOLU EFES ISTANBUL",31,12,22,19,145,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",21,25,22,15,145,"E2021"
"ZALGIRIS KAUNAS",18,17,16,19,146,"E2021"
"AX ARMANI EXCHANGE MILAN",17,18,18,21,146,"E2021"
"ALBA BERLIN",23,17,29,23,147,"E2021"
"AS MONACO",21,9,26,28,147,"E2021"
"FC BARCELONA",27,10,20,37,17,148,"E2021"
"UNICS KAZAN",28,18,28,20,15,148,"E2021"
"ZENIT ST PETERSBURG",25,16,15,17,149,"E2021"
"MACCABI PLAYTIKA TEL AVIV",10,16,21,24,149,"E2021"
"LDLC ASVEL VILLEURBANNE",21,22,21,20,150,"E2021"
"FENERBAHCE BEKO ISTANBUL",20,26,14,22,150,"E2021"
"PANATHINAIKOS OPAP ATHENS",18,14,19,14,151,"E2021"
"OLYMPIACOS PIRAEUS",25,20,9,30,151,"E2021"
"FC BAYERN MUNICH",13,29,13,21,152,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",25,21,21,14,152,"E2021"
"REAL MADRID",24,13,19,15,153,"E2021"
"CSKA MOSCOW",14,26,15,10,153,"E2021"
"FENERBAHCE BEKO ISTANBUL",19,8,21,18,154,"E2021"
"REAL MADRID",8,9,13,21,154,"E2021"
"AS MONACO",13,22,21,26,155,"E2021"
"MACCABI PLAYTIKA TEL AVIV",15,18,18,25,155,"E2021"
"AX ARMANI EXCHANGE MILAN",22,16,22,24,157,"E2021"
"ALBA BERLIN",24,16,19,17,157,"E2021"
"UNICS KAZAN",24,18,15,18,158,"E2021"
"ANADOLU EFES ISTANBUL",17,21,11,18,158,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",21,21,15,12,7,159,"E2021"
"ZENIT ST PETERSBURG",29,15,6,19,11,159,"E2021"
"LDLC ASVEL VILLEURBANNE",16,13,13,26,160,"E2021"
"FC BAYERN MUNICH",20,25,16,16,160,"E2021"
"PANATHINAIKOS OPAP ATHENS",10,24,27,22,161,"E2021"
"ZALGIRIS KAUNAS",29,23,24,20,161,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",20,20,34,20,162,"E2021"
"FC BARCELONA",23,11,20,21,162,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",20,21,18,15,163,"E2021"
"FENERBAHCE BEKO ISTANBUL",18,19,23,9,163,"E2021"
"ALBA BERLIN",28,16,25,18,164,"E2021"
"PANATHINAIKOS OPAP ATHENS",13,27,15,23,164,"E2021"
"MACCABI PLAYTIKA TEL AVIV",28,28,15,23,165,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",27,23,27,16,165,"E2021"
"REAL MADRID",21,26,27,11,166,"E2021"
"UNICS KAZAN",14,17,14,23,166,"E2021"
"ANADOLU EFES ISTANBUL",28,16,23,14,168,"E2021"
"FC BAYERN MUNICH",21,18,23,14,168,"E2021"
"ZALGIRIS KAUNAS",20,19,20,14,169,"E2021"
"OLYMPIACOS PIRAEUS",15,24,19,26,169,"E2021"
"LDLC ASVEL VILLEURBANNE",24,17,17,17,170,"E2021"
"AS MONACO",27,24,25,24,170,"E2021"
"FENERBAHCE BEKO ISTANBUL",11,25,30,28,173,"E2021"
"OLYMPIACOS PIRAEUS",17,22,20,21,173,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",16,19,8,22,174,"E2021"
"REAL MADRID",15,13,14,20,174,"E2021"
"AS MONACO",22,22,17,18,175,"E2021"
"UNICS KAZAN",19,17,19,21,175,"E2021"
"FC BAYERN MUNICH",16,18,27,13,176,"E2021"
"ZALGIRIS KAUNAS",15,18,21,11,176,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",22,14,26,25,177,"E2021"
"ANADOLU EFES ISTANBUL",24,19,15,16,177,"E2021"
"FC BARCELONA",14,14,26,19,178,"E2021"
"AX ARMANI EXCHANGE MILAN",14,20,13,28,178,"E2021"
"PANATHINAIKOS OPAP ATHENS",20,13,22,19,179,"E2021"
"CSKA MOSCOW",26,34,17,21,179,"E2021"
"MACCABI PLAYTIKA TEL AVIV",23,24,20,20,180,"E2021"
"ALBA BERLIN",23,16,19,20,180,"E2021"
"ZALGIRIS KAUNAS",23,22,15,28,15,181,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",14,18,35,21,10,181,"E2021"
"FC BAYERN MUNICH",18,17,19,24,183,"E2021"
"AS MONACO",19,21,22,21,183,"E2021"
"FC BARCELONA",19,21,21,21,185,"E2021"
"ANADOLU EFES ISTANBUL",17,24,15,21,185,"E2021"
"CSKA MOSCOW",23,17,22,28,186,"E2021"
"LDLC ASVEL VILLEURBANNE",23,16,22,22,186,"E2021"
"FENERBAHCE BEKO ISTANBUL",19,8,11,19,187,"E2021"
"ALBA BERLIN",16,21,11,18,187,"E2021"
"PANATHINAIKOS OPAP ATHENS",26,20,12,25,188,"E2021"
"MACCABI PLAYTIKA TEL AVIV",23,32,15,25,188,"E2021"
"REAL MADRID",25,25,19,20,189,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",17,18,15,24,189,"E2021"
"UNICS KAZAN",17,14,23,16,190,"E2021"
"FC BARCELONA",14,21,13,16,190,"E2021"
"ZENIT ST PETERSBURG",17,15,18,27,191,"E2021"
"AS MONACO",18,18,21,29,191,"E2021"
"FENERBAHCE BEKO ISTANBUL",7,17,20,29,192,"E2021"
"ZALGIRIS KAUNAS",13,17,21,16,192,"E2021"
"ALBA BERLIN",15,21,20,18,193,"E2021"
"REAL MADRID",19,29,25,16,193,"E2021"
"MACCABI PLAYTIKA TEL AVIV",19,21,26,18,194,"E2021"
"OLYMPIACOS PIRAEUS",16,22,18,13,194,"E2021"
"CSKA MOSCOW",10,25,11,11,195,"E2021"
"AX ARMANI EXCHANGE MILAN",23,17,15,12,195,"E2021"
"ANADOLU EFES ISTANBUL",17,22,26,17,196,"E2021"
"PANATHINAIKOS OPAP ATHENS",12,30,20,19,196,"E2021"
"LDLC ASVEL VILLEURBANNE",11,14,24,20,197,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",17,18,13,19,197,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",17,16,22,22,198,"E2021"
"FC BAYERN MUNICH",16,26,19,23,198,"E2021"
"ZENIT ST PETERSBURG",17,20,15,24,199,"E2021"
"ANADOLU EFES ISTANBUL",18,18,6,25,199,"E2021"
"OLYMPIACOS PIRAEUS",21,15,16,20,200,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",22,15,19,20,200,"E2021"
"MACCABI PLAYTIKA TEL AVIV",21,24,21,19,201,"E2021"
"FENERBAHCE BEKO ISTANBUL",21,22,19,14,201,"E2021"
"FC BARCELONA",28,17,23,16,202,"E2021"
"LDLC ASVEL VILLEURBANNE",17,13,20,21,202,"E2021"
"UNICS KAZAN",20,12,25,18,203,"E2021"
"CSKA MOSCOW",16,21,27,22,203,"E2021"
"AS MONACO",18,16,23,9,9,9,204,"E2021"
"REAL MADRID",16,19,21,10,9,15,204,"E2021"
"PANATHINAIKOS OPAP ATHENS",22,16,19,18,205,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",8,12,12,31,205,"E2021"
"AX ARMANI EXCHANGE MILAN",20,19,15,11,206,"E2021"
"ZALGIRIS KAUNAS",20,10,15,13,206,"E2021"
"FC BAYERN MUNICH",16,10,15,21,207,"E2021"
"ALBA BERLIN",16,8,20,12,207,"E2021"
"FENERBAHCE BEKO ISTANBUL",29,18,17,21,208,"E2021"
"LDLC ASVEL VILLEURBANNE",23,18,22,13,208,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",8,15,21,13,209,"E2021"
"AX ARMANI EXCHANGE MILAN",7,19,24,13,209,"E2021"
"ZALGIRIS KAUNAS",19,28,13,18,210,"E2021"
"MACCABI PLAYTIKA TEL AVIV",21,26,17,30,210,"E2021"
"PANATHINAIKOS OPAP ATHENS",27,15,19,22,211,"E2021"
"AS MONACO",19,30,16,26,211,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",24,26,14,18,212,"E2021"
"ZENIT ST PETERSBURG",22,22,18,28,212,"E2021"
"FC BARCELONA",9,19,17,26,213,"E2021"
"FC BAYERN MUNICH",9,20,12,25,213,"E2021"
"CSKA MOSCOW",16,25,23,22,11,214,"E2021"
"ANADOLU EFES ISTANBUL",23,21,13,29,13,214,"E2021"
"ALBA BERLIN",16,20,20,25,215,"E2021"
"UNICS KAZAN",11,15,9,18,215,"E2021"
"REAL MADRID",10,14,26,25,216,"E2021"
"OLYMPIACOS PIRAEUS",15,23,13,16,216,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",30,22,12,16,217,"E2021"
"AS MONACO",19,23,22,27,217,"E2021"
"AX ARMANI EXCHANGE MILAN",12,22,17,9,218,"E2021"
"FENERBAHCE BEKO ISTANBUL",18,25,11,17,218,"E2021"
"FC BAYERN MUNICH",13,17,19,21,219,"E2021"
"MACCABI PLAYTIKA TEL AVIV",16,13,12,11,219,"E2021"
"FC BARCELONA",17,28,18,23,220,"E2021"
"PANATHINAIKOS OPAP ATHENS",15,10,17,18,220,"E2021"
"CSKA MOSCOW",22,28,19,22,221,"E2021"
"ALBA BERLIN",15,22,19,16,221,"E2021"
"ANADOLU EFES ISTANBUL",15,17,22,24,222,"E2021"
"LDLC ASVEL VILLEURBANNE",16,20,14,22,222,"E2021"
"ZALGIRIS KAUNAS",26,13,15,13,223,"E2021"
"UNICS KAZAN",24,21,18,13,223,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",13,16,15,18,224,"E2021"
"OLYMPIACOS PIRAEUS",18,14,18,22,224,"E2021"
"REAL MADRID",23,22,24,16,225,"E2021"
"ZENIT ST PETERSBURG",23,13,15,13,225,"E2021"
"AS MONACO",23,23,18,18,226,"E2021"
"ZALGIRIS KAUNAS",18,18,25,22,226,"E2021"
"ALBA BERLIN",23,11,17,25,227,"E2021"
"ZENIT ST PETERSBURG",12,22,14,19,227,"E2021"
"OLYMPIACOS PIRAEUS",26,16,19,14,12,228,"E2021"
"ANADOLU EFES ISTANBUL",17,24,20,14,10,228,"E2021"
"MACCABI PLAYTIKA TEL AVIV",23,26,18,17,229,"E2021"
"CSKA MOSCOW",17,11,18,29,229,"E2021"
"AX ARMANI EXCHANGE MILAN",21,19,26,23,230,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",10,15,23,30,230,"E2021"
"UNICS KAZAN",11,32,22,12,231,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",22,21,20,21,231,"E2021"
"FENERBAHCE BEKO ISTANBUL",27,18,9,27,232,"E2021"
"FC BAYERN MUNICH",16,15,31,14,232,"E2021"
"LDLC ASVEL VILLEURBANNE",15,17,21,10,233,"E2021"
"PANATHINAIKOS OPAP ATHENS",23,23,13,17,233,"E2021"
"REAL MADRID",8,23,24,13,234,"E2021"
"FC BARCELONA",28,24,19,15,234,"E2021"
"ANADOLU EFES ISTANBUL",21,24,29,35,235,"E2021"
"MACCABI PLAYTIKA TEL AVIV",10,21,16,30,235,"E2021"
"ZALGIRIS KAUNAS",18,20,11,19,236,"E2021"
"REAL MADRID",11,18,8,10,236,"E2021"
"OLYMPIACOS PIRAEUS",7,18,14,28,237,"E2021"
"AX ARMANI EXCHANGE MILAN",15,12,16,15,237,"E2021"
"LDLC ASVEL VILLEURBANNE",21,19,15,25,238,"E2021"
"ALBA BERLIN",21,22,17,22,238,"E2021"
"AS MONACO",19,36,20,17,241,"E2021"
"FENERBAHCE BEKO ISTANBUL",20,13,22,23,241,"E2021"
"PANATHINAIKOS OPAP ATHENS",17,25,17,20,242,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",23,18,18,14,242,"E2021"
"ANADOLU EFES ISTANBUL",23,18,18,25,245,"E2021"
"FENERBAHCE BEKO ISTANBUL",14,11,23,31,245,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",13,28,14,31,246,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",26,15,15,27,246,"E2021"
"ALBA BERLIN",24,20,15,23,247,"E2021"
"ZALGIRIS KAUNAS",24,6,20,24,247,"E2021"
"FC BARCELONA",20,22,24,22,249,"E2021"
"AS MONACO",20,16,26,21,249,"E2021"
"PANATHINAIKOS OPAP ATHENS",19,17,15,24,251,"E2021"
"AX ARMANI EXCHANGE MILAN",14,26,23,13,251,"E2021"
"FC BAYERN MUNICH",29,24,16,19,252,"E2021"
"OLYMPIACOS PIRAEUS",28,22,23,25,252,"E2021"
"CRVENA ZVEZDA MTS BELGRADE",24,18,23,19,254,"E2021"
"MACCABI PLAYTIKA TEL AVIV",10,29,21,17,254,"E2021"
"LDLC ASVEL VILLEURBANNE",14,16,17,22,255,"E2021"
"BITCI BASKONIA VITORIA-GASTEIZ",18,15,18,21,255,"E2021"
"ALBA BERLIN",16,21,20,33,256,"E2021"
"OLYMPIACOS PIRAEUS",17,13,21,24,256,"E2021"
"REAL MADRID",25,16,23,17,11,257,"E2021"
"AX ARMANI EXCHANGE MILAN",16,25,23,17,7,257,"E2021"
"ZALGIRIS KAUNAS",9,26,21,35,259,"E2021"
"FC BARCELONA",17,18,28,21,259,"E2021"
"AS MONACO",25,24,26,27,260,"E2021"
"ANADOLU EFES ISTANBUL",19,19,18,24,260,"E2021"
"ZALGIRIS KAUNAS",19,11,10,31,263,"E2021"
