"Team","Quarter1","Quarter2","Quarter3","Quarter4","GameCode","SeasonCode"
"ZENIT ST PETERSBURG",21,48,61,76,307,"E2020"
"AX ARMANI EXCHANGE MILAN",16,27,53,79,308,"E2020"
"FC BAYERN MUNICH",18,44,64,78,308,"E2020"
"ANADOLU EFES ISTANBUL",20,44,64,90,309,"E2020"
"REAL MADRID",18,40,50,63,309,"E2020"
"CSKA MOSCOW",28,53,64,92,310,"E2020"
"FENERBAHCE BEKO ISTANBUL",23,44,66,76,310,"E2020"
"FC BARCELONA",13,38,48,66,81,311,"E2020"
"ZENIT ST PETERSBURG",16,29,48,66,78,311,"E2020"
"AX ARMANI EXCHANGE MILAN",26,47,65,80,312,"E2020"
"FC BAYERN MUNICH",12,29,53,69,312,"E2020"
"ANADOLU EFES ISTANBUL",22,44,65,91,313,"E2020"
"REAL MADRID",13,32,45,68,313,"E2020"
"CSKA MOSCOW",23,50,60,78,314,"E2020"
"FENERBAHCE BEKO ISTANBUL",25,42,55,67,314,"E2020"
"ZENIT ST PETERSBURG",16,33,51,70,315,"E2020"
"FC BARCELONA",16,34,55,78,315,"E2020"
"FC BAYERN MUNICH",23,39,64,85,316,"E2020"
"AX ARMANI EXCHANGE MILAN",9,35,51,79,316,"E2020"
"REAL MADRID",15,28,48,80,317,"E2020"
"ANADOLU EFES ISTANBUL",15,38,58,76,317,"E2020"
"FENERBAHCE BEKO ISTANBUL",24,39,50,68,318,"E2020"
"CSKA MOSCOW",17,44,71,85,318,"E2020"
"ZENIT ST PETERSBURG",25,36,58,74,319,"E2020"
"FC BARCELONA",13,26,38,61,319,"E2020"
"FC BAYERN MUNICH",23,40,63,85,320,"E2020"
"AX ARMANI EXCHANGE MILAN",19,50,71,82,320,"E2020"
"REAL MADRID",19,36,57,82,321,"E2020"
"ANADOLU EFES ISTANBUL",13,47,66,76,321,"E2020"
"FC BARCELONA",23,43,57,79,322,"E2020"
"ZENIT ST PETERSBURG",14,30,39,53,322,"E2020"
"AX ARMANI EXCHANGE MILAN",24,50,72,92,323,"E2020"
"FC BAYERN MUNICH",22,40,58,89,323,"E2020"
"ANADOLU EFES ISTANBUL",18,36,60,88,324,"E2020"
"REAL MADRID",21,41,57,83,324,"E2020"
"FC BARCELONA",27,51,67,84,325,"E2020"
"AX ARMANI EXCHANGE MILAN",24,42,71,82,325,"E2020"
"CSKA MOSCOW",15,37,55,86,326,"E2020"
"ANADOLU EFES ISTANBUL",25,49,71,89,326,"E2020"
"AX ARMANI EXCHANGE MILAN",20,40,60,83,327,"E2020"
"CSKA MOSCOW",23,34,57,73,327,"E2020"
"FC BARCELONA",22,36,58,81,328,"E2020"
"ANADOLU EFES ISTANBUL",15,39,65,86,328,"E2020"
"BUDUCNOST VOLI PODGORICA",11,31,51,71,1,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",22,42,57,82,1,"E2018"
"CSKA MOSCOW",21,51,69,95,2,"E2018"
"FC BARCELONA LASSA",17,29,58,75,2,"E2018"
"PANATHINAIKOS OPAP ATHENS",26,46,70,89,3,"E2018"
"MACCABI FOX TEL AVIV",24,45,67,84,3,"E2018"
"REAL MADRID",25,53,91,109,4,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",18,38,69,93,4,"E2018"
"KHIMKI MOSCOW REGION",22,34,54,66,5,"E2018"
"OLYMPIACOS PIRAEUS",20,44,63,87,5,"E2018"
"ZALGIRIS KAUNAS",24,39,53,79,6,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",22,42,63,87,6,"E2018"
"FENERBAHCE ISTANBUL",22,49,75,97,7,"E2018"
"HERBALIFE GRAN CANARIA",10,35,58,72,7,"E2018"
"FC BAYERN MUNICH",19,37,51,71,8,"E2018"
"ANADOLU EFES ISTANBUL",18,44,72,90,8,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",14,39,53,71,9,"E2018"
"BUDUCNOST VOLI PODGORICA",25,35,49,63,9,"E2018"
"MACCABI FOX TEL AVIV",22,46,68,86,10,"E2018"
"CSKA MOSCOW",24,50,67,89,10,"E2018"
"FC BAYERN MUNICH",20,40,56,80,11,"E2018"
"PANATHINAIKOS OPAP ATHENS",20,41,58,79,11,"E2018"
"HERBALIFE GRAN CANARIA",18,44,64,87,12,"E2018"
"FC BARCELONA LASSA",26,44,69,86,12,"E2018"
"ANADOLU EFES ISTANBUL",19,32,48,79,13,"E2018"
"ZALGIRIS KAUNAS",19,46,68,93,13,"E2018"
"FENERBAHCE ISTANBUL",28,54,66,93,14,"E2018"
"KHIMKI MOSCOW REGION",21,43,63,85,14,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",28,50,64,85,15,"E2018"
"REAL MADRID",13,41,67,91,15,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",19,39,52,80,16,"E2018"
"OLYMPIACOS PIRAEUS",27,50,67,85,16,"E2018"
"BUDUCNOST VOLI PODGORICA",16,41,62,68,17,"E2018"
"MACCABI FOX TEL AVIV",14,34,58,78,17,"E2018"
"CSKA MOSCOW",19,31,57,79,18,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",17,38,48,75,18,"E2018"
"PANATHINAIKOS OPAP ATHENS",21,50,74,102,19,"E2018"
"HERBALIFE GRAN CANARIA",14,36,55,87,19,"E2018"
"FC BARCELONA LASSA",26,44,65,83,20,"E2018"
"FC BAYERN MUNICH",17,36,54,73,20,"E2018"
"N/D",0,0,0,0,21,"E2018"
"N/D",0,0,0,0,21,"E2018"
"ZALGIRIS KAUNAS",25,42,57,75,22,"E2018"
"FENERBAHCE ISTANBUL",18,34,53,82,22,"E2018"
"OLYMPIACOS PIRAEUS",26,41,63,75,23,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",24,44,73,99,23,"E2018"
"REAL MADRID",25,52,74,97,24,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",19,44,67,79,24,"E2018"
"ANADOLU EFES ISTANBUL",12,38,66,89,25,"E2018"
"FENERBAHCE ISTANBUL",26,52,65,83,25,"E2018"
"OLYMPIACOS PIRAEUS",18,45,68,88,26,"E2018"
"MACCABI FOX TEL AVIV",21,37,57,80,26,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",23,39,66,81,27,"E2018"
"KHIMKI MOSCOW REGION",20,45,62,80,27,"E2018"
"REAL MADRID",21,44,65,89,28,"E2018"
"BUDUCNOST VOLI PODGORICA",15,31,44,55,28,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",18,40,64,71,29,"E2018"
"FC BARCELONA LASSA",23,47,58,79,29,"E2018"
"PANATHINAIKOS OPAP ATHENS",13,33,51,76,83,30,"E2018"
"ZALGIRIS KAUNAS",20,44,58,76,87,30,"E2018"
"FC BAYERN MUNICH",20,43,61,77,31,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",11,32,52,71,31,"E2018"
"HERBALIFE GRAN CANARIA",29,55,77,91,32,"E2018"
"CSKA MOSCOW",26,52,80,106,32,"E2018"
"CSKA MOSCOW",13,31,52,69,33,"E2018"
"OLYMPIACOS PIRAEUS",15,35,44,65,33,"E2018"
"FENERBAHCE ISTANBUL",28,51,65,88,34,"E2018"
"FC BAYERN MUNICH",26,48,65,84,34,"E2018"
"FC BARCELONA LASSA",18,34,59,74,35,"E2018"
"MACCABI FOX TEL AVIV",12,33,40,58,35,"E2018"
"KHIMKI MOSCOW REGION",25,49,77,87,36,"E2018"
"HERBALIFE GRAN CANARIA",21,33,53,72,36,"E2018"
"BUDUCNOST VOLI PODGORICA",15,31,47,67,37,"E2018"
"PANATHINAIKOS OPAP ATHENS",18,31,50,72,37,"E2018"
"ZALGIRIS KAUNAS",32,44,68,79,38,"E2018"
"REAL MADRID",18,43,62,90,38,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",16,38,64,82,39,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",16,30,41,56,39,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",24,43,68,81,40,"E2018"
"ANADOLU EFES ISTANBUL",17,35,54,80,40,"E2018"
"FC BAYERN MUNICH",21,54,87,116,41,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",17,35,50,70,41,"E2018"
"MACCABI FOX TEL AVIV",15,23,44,66,42,"E2018"
"REAL MADRID",18,41,66,87,42,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,41,66,85,43,"E2018"
"CSKA MOSCOW",16,40,63,90,43,"E2018"
"HERBALIFE GRAN CANARIA",25,52,73,90,44,"E2018"
"ANADOLU EFES ISTANBUL",24,50,70,94,44,"E2018"
"KHIMKI MOSCOW REGION",23,38,59,80,45,"E2018"
"FC BARCELONA LASSA",19,38,67,87,45,"E2018"
"BUDUCNOST VOLI PODGORICA",15,33,48,60,46,"E2018"
"ZALGIRIS KAUNAS",18,33,57,72,46,"E2018"
"PANATHINAIKOS OPAP ATHENS",21,41,67,93,47,"E2018"
"OLYMPIACOS PIRAEUS",23,48,62,80,47,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",20,33,55,72,48,"E2018"
"FENERBAHCE ISTANBUL",18,33,48,74,48,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",19,49,69,92,49,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",26,54,68,98,49,"E2018"
"BUDUCNOST VOLI PODGORICA",26,48,75,99,50,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",18,37,60,84,50,"E2018"
"OLYMPIACOS PIRAEUS",18,39,53,72,51,"E2018"
"FENERBAHCE ISTANBUL",21,39,50,73,51,"E2018"
"FC BAYERN MUNICH",23,40,65,79,52,"E2018"
"CSKA MOSCOW",30,56,77,93,52,"E2018"
"REAL MADRID",19,41,56,79,53,"E2018"
"KHIMKI MOSCOW REGION",12,35,55,74,53,"E2018"
"ANADOLU EFES ISTANBUL",19,44,60,78,54,"E2018"
"PANATHINAIKOS OPAP ATHENS",11,28,46,62,54,"E2018"
"ZALGIRIS KAUNAS",18,34,50,76,85,55,"E2018"
"FC BARCELONA LASSA",23,39,60,76,88,55,"E2018"
"HERBALIFE GRAN CANARIA",23,43,65,84,56,"E2018"
"MACCABI FOX TEL AVIV",15,38,57,78,56,"E2018"
"ANADOLU EFES ISTANBUL",16,38,62,90,57,"E2018"
"MACCABI FOX TEL AVIV",14,31,53,77,57,"E2018"
"FENERBAHCE ISTANBUL",25,46,68,100,58,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",10,37,56,79,58,"E2018"
"FC BAYERN MUNICH",15,27,43,62,59,"E2018"
"OLYMPIACOS PIRAEUS",15,31,45,72,59,"E2018"
"REAL MADRID",22,47,62,89,60,"E2018"
"HERBALIFE GRAN CANARIA",28,43,57,76,60,"E2018"
"KHIMKI MOSCOW REGION",18,45,65,85,61,"E2018"
"BUDUCNOST VOLI PODGORICA",17,30,54,69,61,"E2018"
"CSKA MOSCOW",16,37,59,86,99,62,"E2018"
"ZALGIRIS KAUNAS",18,38,60,86,97,62,"E2018"
"PANATHINAIKOS OPAP ATHENS",13,34,55,76,63,"E2018"
"FC BARCELONA LASSA",10,25,50,70,63,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",27,47,73,93,64,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",26,43,68,90,64,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",23,46,60,88,65,"E2018"
"ANADOLU EFES ISTANBUL",19,42,74,93,65,"E2018"
"OLYMPIACOS PIRAEUS",29,52,65,88,66,"E2018"
"REAL MADRID",22,41,65,83,66,"E2018"
"MACCABI FOX TEL AVIV",16,41,53,70,67,"E2018"
"FENERBAHCE ISTANBUL",13,36,55,74,67,"E2018"
"HERBALIFE GRAN CANARIA",17,42,62,74,68,"E2018"
"FC BAYERN MUNICH",21,46,61,89,68,"E2018"
"ZALGIRIS KAUNAS",26,39,57,83,69,"E2018"
"KHIMKI MOSCOW REGION",19,37,58,84,69,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",20,44,73,86,70,"E2018"
"PANATHINAIKOS OPAP ATHENS",12,32,55,77,70,"E2018"
"BUDUCNOST VOLI PODGORICA",17,35,65,93,71,"E2018"
"CSKA MOSCOW",21,49,67,92,71,"E2018"
"FC BARCELONA LASSA",24,53,74,90,72,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",25,42,54,80,72,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",25,44,56,71,73,"E2018"
"HERBALIFE GRAN CANARIA",22,34,57,75,73,"E2018"
"ZALGIRIS KAUNAS",18,40,60,83,74,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",23,31,58,78,74,"E2018"
"OLYMPIACOS PIRAEUS",25,44,76,92,75,"E2018"
"BUDUCNOST VOLI PODGORICA",20,37,51,70,75,"E2018"
"MACCABI FOX TEL AVIV",27,47,67,95,76,"E2018"
"FC BAYERN MUNICH",17,29,55,71,76,"E2018"
"REAL MADRID",20,41,61,88,77,"E2018"
"CSKA MOSCOW",24,38,67,93,77,"E2018"
"KHIMKI MOSCOW REGION",29,48,59,76,78,"E2018"
"PANATHINAIKOS OPAP ATHENS",25,44,51,68,78,"E2018"
"ANADOLU EFES ISTANBUL",25,44,75,96,79,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",17,42,67,85,79,"E2018"
"FC BARCELONA LASSA",17,36,47,65,80,"E2018"
"FENERBAHCE ISTANBUL",23,45,64,84,80,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",17,42,62,71,81,"E2018"
"MACCABI FOX TEL AVIV",17,36,51,73,81,"E2018"
"BUDUCNOST VOLI PODGORICA",14,31,46,67,82,"E2018"
"FC BARCELONA LASSA",15,33,46,64,82,"E2018"
"ZALGIRIS KAUNAS",19,40,60,83,83,"E2018"
"OLYMPIACOS PIRAEUS",29,48,59,75,83,"E2018"
"FC BAYERN MUNICH",16,31,54,72,84,"E2018"
"KHIMKI MOSCOW REGION",16,28,50,65,84,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",22,40,63,86,85,"E2018"
"HERBALIFE GRAN CANARIA",20,48,71,94,85,"E2018"
"ANADOLU EFES ISTANBUL",23,52,74,82,86,"E2018"
"REAL MADRID",23,45,60,84,86,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",21,40,55,76,87,"E2018"
"CSKA MOSCOW",21,38,55,73,87,"E2018"
"PANATHINAIKOS OPAP ATHENS",12,33,52,69,88,"E2018"
"FENERBAHCE ISTANBUL",18,35,56,81,88,"E2018"
"CSKA MOSCOW",24,49,75,88,89,"E2018"
"KHIMKI MOSCOW REGION",17,40,53,74,89,"E2018"
"FENERBAHCE ISTANBUL",15,40,67,92,90,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,40,58,85,90,"E2018"
"OLYMPIACOS PIRAEUS",25,48,65,88,91,"E2018"
"ANADOLU EFES ISTANBUL",12,46,68,81,91,"E2018"
"MACCABI FOX TEL AVIV",17,41,61,79,92,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",22,36,54,81,92,"E2018"
"REAL MADRID",22,53,69,92,93,"E2018"
"FC BARCELONA LASSA",17,30,50,65,93,"E2018"
"FC BAYERN MUNICH",18,46,63,88,94,"E2018"
"ZALGIRIS KAUNAS",12,38,61,84,94,"E2018"
"PANATHINAIKOS OPAP ATHENS",22,43,57,75,95,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",16,32,53,67,95,"E2018"
"HERBALIFE GRAN CANARIA",26,56,82,95,96,"E2018"
"BUDUCNOST VOLI PODGORICA",20,34,57,85,96,"E2018"
"ANADOLU EFES ISTANBUL",29,49,81,106,97,"E2018"
"BUDUCNOST VOLI PODGORICA",20,41,53,68,97,"E2018"
"FENERBAHCE BEKO ISTANBUL",18,36,60,79,98,"E2018"
"CSKA MOSCOW",26,48,62,75,98,"E2018"
"FC BARCELONA LASSA",14,30,48,60,99,"E2018"
"OLYMPIACOS PIRAEUS",17,32,55,69,99,"E2018"
"HERBALIFE GRAN CANARIA",27,35,53,71,100,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",22,41,68,84,100,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",19,39,53,71,101,"E2018"
"ZALGIRIS KAUNAS",15,33,49,75,101,"E2018"
"MACCABI FOX TEL AVIV",16,35,61,79,102,"E2018"
"KHIMKI MOSCOW REGION",18,31,42,63,102,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",16,40,57,78,103,"E2018"
"FC BAYERN MUNICH",15,41,58,80,103,"E2018"
"REAL MADRID",23,43,63,89,104,"E2018"
"PANATHINAIKOS OPAP ATHENS",10,31,55,68,104,"E2018"
"CSKA MOSCOW",31,56,77,102,105,"E2018"
"ANADOLU EFES ISTANBUL",24,54,68,84,105,"E2018"
"BUDUCNOST VOLI PODGORICA",20,40,55,65,106,"E2018"
"FENERBAHCE BEKO ISTANBUL",26,40,67,89,106,"E2018"
"OLYMPIACOS PIRAEUS",20,52,73,98,107,"E2018"
"HERBALIFE GRAN CANARIA",14,33,54,77,107,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",16,39,55,70,108,"E2018"
"FC BARCELONA LASSA",19,42,49,77,108,"E2018"
"KHIMKI MOSCOW REGION",30,45,69,85,109,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",18,43,57,84,109,"E2018"
"ZALGIRIS KAUNAS",16,39,59,80,110,"E2018"
"MACCABI FOX TEL AVIV",16,33,53,73,110,"E2018"
"PANATHINAIKOS OPAP ATHENS",23,40,56,83,111,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,47,64,86,111,"E2018"
"FC BAYERN MUNICH",16,31,59,72,112,"E2018"
"REAL MADRID",27,46,65,82,112,"E2018"
"KHIMKI MOSCOW REGION",19,36,58,77,113,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",27,43,57,85,113,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",24,42,60,79,114,"E2018"
"OLYMPIACOS PIRAEUS",12,31,53,75,114,"E2018"
"MACCABI FOX TEL AVIV",21,46,75,94,115,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",24,48,75,92,115,"E2018"
"FC BARCELONA LASSA",23,39,59,80,116,"E2018"
"ANADOLU EFES ISTANBUL",29,50,57,65,116,"E2018"
"FENERBAHCE BEKO ISTANBUL",22,32,48,65,117,"E2018"
"REAL MADRID",12,32,44,63,117,"E2018"
"PANATHINAIKOS OPAP ATHENS",19,55,72,96,118,"E2018"
"CSKA MOSCOW",26,44,62,84,118,"E2018"
"FC BAYERN MUNICH",14,38,65,93,119,"E2018"
"BUDUCNOST VOLI PODGORICA",21,49,70,88,119,"E2018"
"HERBALIFE GRAN CANARIA",20,36,57,73,120,"E2018"
"ZALGIRIS KAUNAS",17,26,50,66,120,"E2018"
"ANADOLU EFES ISTANBUL",27,55,70,92,121,"E2018"
"FC BAYERN MUNICH",18,36,54,77,121,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",36,56,82,111,122,"E2018"
"BUDUCNOST VOLI PODGORICA",22,45,66,94,122,"E2018"
"REAL MADRID",21,44,69,91,123,"E2018"
"MACCABI FOX TEL AVIV",19,44,62,79,123,"E2018"
"HERBALIFE GRAN CANARIA",30,36,50,70,124,"E2018"
"KHIMKI MOSCOW REGION",23,50,73,99,124,"E2018"
"FENERBAHCE BEKO ISTANBUL",27,48,75,96,125,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",25,41,65,87,125,"E2018"
"ZALGIRIS KAUNAS",17,34,59,79,126,"E2018"
"CSKA MOSCOW",28,44,55,84,126,"E2018"
"OLYMPIACOS PIRAEUS",16,41,59,79,127,"E2018"
"PANATHINAIKOS OPAP ATHENS",14,25,40,65,127,"E2018"
"FC BARCELONA LASSA",29,54,73,97,128,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",16,27,45,65,128,"E2018"
"KHIMKI MOSCOW REGION",13,38,57,72,84,129,"E2018"
"FENERBAHCE BEKO ISTANBUL",23,41,54,72,78,129,"E2018"
"ZALGIRIS KAUNAS",14,29,45,58,130,"E2018"
"ANADOLU EFES ISTANBUL",16,40,63,79,130,"E2018"
"OLYMPIACOS PIRAEUS",20,43,55,80,91,131,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",22,47,62,80,87,131,"E2018"
"HERBALIFE GRAN CANARIA",15,34,56,67,132,"E2018"
"REAL MADRID",16,27,52,75,132,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",16,34,49,65,133,"E2018"
"CSKA MOSCOW",25,44,60,80,133,"E2018"
"PANATHINAIKOS OPAP ATHENS",22,43,59,77,134,"E2018"
"FC BAYERN MUNICH",11,32,50,67,134,"E2018"
"MACCABI FOX TEL AVIV",12,34,59,81,135,"E2018"
"BUDUCNOST VOLI PODGORICA",18,37,60,76,135,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",16,37,57,85,136,"E2018"
"FC BARCELONA LASSA",17,36,65,90,136,"E2018"
"ANADOLU EFES ISTANBUL",23,36,62,81,137,"E2018"
"KHIMKI MOSCOW REGION",16,34,51,72,137,"E2018"
"FENERBAHCE BEKO ISTANBUL",19,43,57,78,138,"E2018"
"ZALGIRIS KAUNAS",11,29,44,61,138,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",16,39,55,83,139,"E2018"
"HERBALIFE GRAN CANARIA",23,42,51,66,139,"E2018"
"REAL MADRID",28,54,72,94,140,"E2018"
"OLYMPIACOS PIRAEUS",23,46,63,78,140,"E2018"
"CSKA MOSCOW",24,41,62,76,141,"E2018"
"MACCABI FOX TEL AVIV",22,46,64,93,141,"E2018"
"BUDUCNOST VOLI PODGORICA",16,36,58,75,142,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",14,42,53,74,142,"E2018"
"FC BAYERN MUNICH",23,53,77,93,143,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",22,45,68,87,143,"E2018"
"FC BARCELONA LASSA",17,37,56,79,144,"E2018"
"PANATHINAIKOS OPAP ATHENS",13,36,52,68,144,"E2018"
"CSKA MOSCOW",13,35,52,77,145,"E2018"
"FC BAYERN MUNICH",20,37,57,70,145,"E2018"
"OLYMPIACOS PIRAEUS",20,32,55,71,146,"E2018"
"KHIMKI MOSCOW REGION",11,22,36,57,146,"E2018"
"MACCABI FOX TEL AVIV",23,57,85,99,147,"E2018"
"FC BARCELONA LASSA",20,35,52,83,147,"E2018"
"HERBALIFE GRAN CANARIA",19,32,51,64,148,"E2018"
"FENERBAHCE BEKO ISTANBUL",24,44,56,82,148,"E2018"
"ANADOLU EFES ISTANBUL",21,45,66,82,149,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",14,25,45,68,149,"E2018"
"BUDUCNOST VOLI PODGORICA",19,36,56,73,150,"E2018"
"REAL MADRID",15,28,48,60,150,"E2018"
"ZALGIRIS KAUNAS",13,33,52,82,151,"E2018"
"PANATHINAIKOS OPAP ATHENS",19,37,51,69,151,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",16,42,62,80,152,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,49,59,75,152,"E2018"
"FENERBAHCE BEKO ISTANBUL",21,40,68,90,153,"E2018"
"OLYMPIACOS PIRAEUS",15,28,54,75,153,"E2018"
"MACCABI FOX TEL AVIV",16,40,62,84,154,"E2018"
"PANATHINAIKOS OPAP ATHENS",17,35,54,75,154,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,34,52,80,155,"E2018"
"ZALGIRIS KAUNAS",13,30,50,70,155,"E2018"
"REAL MADRID",21,42,64,92,156,"E2018"
"ANADOLU EFES ISTANBUL",21,42,61,84,156,"E2018"
"KHIMKI MOSCOW REGION",28,40,50,60,157,"E2018"
"FC BAYERN MUNICH",10,35,56,71,157,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",21,45,63,80,158,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",29,47,61,75,158,"E2018"
"BUDUCNOST VOLI PODGORICA",27,36,61,75,159,"E2018"
"HERBALIFE GRAN CANARIA",24,38,57,70,159,"E2018"
"FC BARCELONA LASSA",20,41,61,76,160,"E2018"
"CSKA MOSCOW",20,44,63,84,160,"E2018"
"KHIMKI MOSCOW REGION",19,36,47,74,161,"E2018"
"ZALGIRIS KAUNAS",17,37,56,64,161,"E2018"
"OLYMPIACOS PIRAEUS",6,28,43,55,162,"E2018"
"FC BARCELONA LASSA",27,38,55,76,162,"E2018"
"FC BAYERN MUNICH",20,29,52,66,80,90,163,"E2018"
"FENERBAHCE BEKO ISTANBUL",21,34,52,66,80,86,163,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",26,54,81,97,164,"E2018"
"MACCABI FOX TEL AVIV",18,41,57,73,164,"E2018"
"CSKA MOSCOW",28,52,72,99,165,"E2018"
"BUDUCNOST VOLI PODGORICA",20,47,61,69,165,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",16,38,59,82,166,"E2018"
"REAL MADRID",23,53,72,86,166,"E2018"
"PANATHINAIKOS OPAP ATHENS",24,42,61,88,167,"E2018"
"ANADOLU EFES ISTANBUL",16,37,56,75,167,"E2018"
"HERBALIFE GRAN CANARIA",28,46,67,89,104,168,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",27,39,68,89,106,168,"E2018"
"ANADOLU EFES ISTANBUL",26,43,69,93,169,"E2018"
"HERBALIFE GRAN CANARIA",19,46,60,74,169,"E2018"
"BUDUCNOST VOLI PODGORICA",20,46,65,90,170,"E2018"
"KHIMKI MOSCOW REGION",22,45,68,98,170,"E2018"
"MACCABI FOX TEL AVIV",14,26,45,65,171,"E2018"
"OLYMPIACOS PIRAEUS",16,29,42,64,171,"E2018"
"FC BARCELONA LASSA",23,45,60,78,172,"E2018"
"ZALGIRIS KAUNAS",20,38,62,72,172,"E2018"
"CSKA MOSCOW",22,34,64,82,173,"E2018"
"REAL MADRID",20,40,61,78,173,"E2018"
"FENERBAHCE BEKO ISTANBUL",24,48,63,85,174,"E2018"
"PANATHINAIKOS OPAP ATHENS",18,29,46,66,174,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",19,38,59,76,175,"E2018"
"FC BAYERN MUNICH",16,37,53,68,175,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",19,40,60,90,176,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",17,36,61,78,176,"E2018"
"CSKA MOSCOW",29,56,83,107,177,"E2018"
"HERBALIFE GRAN CANARIA",20,42,64,85,177,"E2018"
"ANADOLU EFES ISTANBUL",18,36,56,75,178,"E2018"
"OLYMPIACOS PIRAEUS",22,35,49,65,178,"E2018"
"AX ARMANI EXCHANGE OLIMPIA MILAN",20,47,64,87,179,"E2018"
"MACCABI FOX TEL AVIV",22,47,62,83,179,"E2018"
"FC BARCELONA LASSA",22,46,62,77,180,"E2018"
"KIROLBET BASKONIA VITORIA-GASTEIZ",9,26,45,67,180,"E2018"
"DARUSSAFAKA TEKFEN ISTANBUL",12,35,48,75,181,"E2018"
"FENERBAHCE BEKO ISTANBUL",26,46,73,97,181,"E2018"
"ZALGIRIS KAUNAS",20,39,60,84,182,"E2018"
"BUDUCNOST VOLI PODGORICA",18,36,62,76,182,"E2018"
"PANATHINAIKOS OPAP ATHENS",33,65,78,94,183,"E2018"
"KHIMKI MOSCOW REGION",21,50,67,85,183,"E2018"
"REAL MADRID",22,42,71,91,184,"E2018"
"FC BAYERN MUNICH",17,39,52,78,184,"E2018"
