Team,TotalSeconds,total_Points,total_FGMade2,total_FGAtt2,total_FGMade3,total_FGAtt3,total_FTMade,total_FThrowsAtt,total_OReb,total_DReb,total_Reb,total_Assists,total_steals,total_turnovers,total_blocksfavour,total_blocksagainst,total_FoulsCommited,total_FoulsReceived,total_PIR,GameCode,SeasonCode,name_Team
MIL,12000,62,12,30,8,28,14,21,13,27,40,18,4,13,3,3,17,22,71,94,E2022,EA7 EMPORIO ARMANI MILAN
PAR,13500,96,25,35,8,27,22,25,6,17,23,17,5,12,5,2,20,26,106,95,E2022,PARTIZAN MOZZART BET BELGRADE
PAM,13500,100,30,47,7,22,19,21,16,21,37,21,7,16,2,5,26,19,105,95,E2022,VALENCIA BASKET
ULK,12000,71,21,45,6,24,11,16,13,16,29,17,6,7,1,5,19,20,66,96,E2022,FENERBAHCE BEKO ISTANBUL
MAD,12000,85,21,30,11,25,10,13,6,31,37,22,2,14,5,1,21,19,108,96,E2022,REAL MADRID
RED,12000,83,26,38,10,23,1,3,9,19,28,20,9,14,2,3,21,15,92,97,E2022,CRVENA ZVEZDA MTS BELGRADE
VIR,12000,74,15,27,8,22,20,23,8,17,25,19,10,16,3,2,15,21,90,97,E2022,VIRTUS SEGAFREDO BOLOGNA
ZAL,12000,67,15,39,8,30,13,14,14,22,36,15,5,9,2,7,18,17,61,98,E2022,ZALGIRIS KAUNAS
PAN,12000,81,25,45,6,16,13,16,7,32,39,16,6,8,7,2,17,18,107,98,E2022,PANATHINAIKOS ATHENS
MUN,12000,98,21,42,11,22,23,27,14,20,34,13,7,12,0,5,25,23,97,99,E2022,FC BAYERN MUNICH
TEL,12000,89,21,32,7,19,26,30,6,18,24,11,7,14,5,0,23,25,97,99,E2022,MACCABI PLAYTIKA TEL AVIV
BER,12000,75,22,42,6,22,13,18,8,15,23,17,13,21,3,0,21,18,66,100,E2022,ALBA BERLIN
ULK,12000,104,30,40,10,18,14,21,8,27,35,27,10,22,0,3,18,21,129,100,E2022,FENERBAHCE BEKO ISTANBUL
PAN,13500,90,22,40,7,26,25,31,9,29,38,10,9,11,0,1,20,29,101,101,E2022,PANATHINAIKOS ATHENS
MIL,13500,77,17,40,11,26,10,13,11,27,38,22,6,18,1,0,30,20,75,101,E2022,EA7 EMPORIO ARMANI MILAN
TEL,12000,84,21,42,11,29,9,12,15,19,34,21,7,8,3,1,18,14,94,102,E2022,MACCABI PLAYTIKA TEL AVIV
PAM,12000,68,14,23,10,25,10,13,7,24,31,16,0,21,1,3,15,18,68,102,E2022,VALENCIA BASKET
PAR,12000,73,25,40,5,27,8,8,17,22,39,13,8,16,1,3,20,18,76,103,E2022,PARTIZAN MOZZART BET BELGRADE
RED,12000,76,25,36,5,20,11,16,7,19,26,15,9,14,3,1,18,20,85,103,E2022,CRVENA ZVEZDA MTS BELGRADE
MAD,13500,94,15,32,11,36,31,34,11,33,44,19,4,10,4,2,31,26,103,104,E2022,REAL MADRID
MCO,13500,95,25,44,7,26,24,37,13,28,41,13,4,8,2,4,27,31,96,104,E2022,AS MONACO
ZAL,12000,60,21,46,4,20,6,10,10,19,29,16,9,6,2,5,16,13,57,105,E2022,ZALGIRIS KAUNAS
IST,12000,86,15,28,17,29,5,7,7,32,39,20,5,13,5,2,13,16,116,105,E2022,ANADOLU EFES ISTANBUL
BAR,12000,74,17,29,8,27,16,18,10,23,33,17,6,15,2,0,22,20,82,106,E2022,FC BARCELONA
ASV,12000,75,24,48,5,17,12,16,13,21,34,6,8,11,0,2,20,22,72,106,E2022,LDLC ASVEL VILLEURBANNE
OLY,12000,117,22,29,18,32,19,25,10,22,32,33,11,14,2,2,17,24,159,107,E2022,OLYMPIACOS PIRAEUS
VIR,12000,71,22,41,5,16,12,17,9,15,24,18,8,20,2,2,24,17,59,107,E2022,VIRTUS SEGAFREDO BOLOGNA
BAS,12000,78,27,48,7,21,3,5,9,30,39,19,6,7,2,4,16,14,94,108,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
MUN,12000,53,12,30,6,31,11,12,14,25,39,11,4,12,4,2,14,16,55,108,E2022,FC BAYERN MUNICH
RED,12000,77,15,28,11,30,14,21,14,17,31,12,6,12,3,2,20,27,83,109,E2022,CRVENA ZVEZDA MTS BELGRADE
ZAL,12000,73,17,28,9,26,12,15,9,20,29,15,7,14,2,3,27,20,71,109,E2022,ZALGIRIS KAUNAS
ASV,12000,91,22,28,11,25,14,24,5,24,29,14,7,12,0,1,27,22,93,110,E2022,LDLC ASVEL VILLEURBANNE
PAR,12000,87,25,37,5,17,22,31,6,17,23,18,8,9,1,0,22,27,100,110,E2022,PARTIZAN MOZZART BET BELGRADE
OLY,12000,94,21,29,11,24,19,23,7,20,27,26,13,19,1,1,20,29,125,111,E2022,OLYMPIACOS PIRAEUS
ULK,12000,67,11,25,10,27,15,21,11,16,27,10,9,25,1,1,29,20,42,111,E2022,FENERBAHCE BEKO ISTANBUL
MIL,12000,71,17,29,8,22,13,22,5,20,25,15,5,10,3,2,18,20,74,112,E2022,EA7 EMPORIO ARMANI MILAN
TEL,12000,77,24,46,7,17,8,9,11,27,38,14,7,9,2,3,20,18,91,112,E2022,MACCABI PLAYTIKA TEL AVIV
MUN,12000,64,11,32,11,37,9,11,13,20,33,12,6,10,2,8,20,17,47,113,E2022,FC BAYERN MUNICH
MAD,12000,68,14,31,8,25,16,21,13,30,43,16,2,14,8,2,19,20,83,113,E2022,REAL MADRID
PAM,13500,94,23,35,12,32,12,13,10,27,37,21,8,16,3,1,20,19,112,114,E2022,VALENCIA BASKET
PAN,13500,91,22,48,11,26,14,18,14,22,36,17,11,12,1,3,19,19,96,114,E2022,PANATHINAIKOS ATHENS
IST,12000,78,22,37,10,29,4,6,8,23,31,14,7,12,7,1,20,18,86,115,E2022,ANADOLU EFES ISTANBUL
BAS,12000,83,18,27,11,31,14,15,7,27,34,13,8,12,1,7,18,20,92,115,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
MCO,12000,63,20,42,5,18,8,9,7,25,32,10,6,9,1,2,17,19,67,116,E2022,AS MONACO
BAR,12000,69,11,25,14,31,5,7,7,28,35,19,7,12,2,1,19,17,84,116,E2022,FC BARCELONA
VIR,12000,85,25,42,7,18,14,19,5,25,30,26,4,13,6,1,23,18,99,117,E2022,VIRTUS SEGAFREDO BOLOGNA
BER,12000,76,21,39,6,27,16,23,16,24,40,20,8,15,1,6,19,23,82,117,E2022,ALBA BERLIN
RED,12000,67,14,27,8,28,15,19,8,25,33,17,4,11,1,1,20,22,75,118,E2022,CRVENA ZVEZDA MTS BELGRADE
MIL,12000,71,13,25,12,34,9,12,10,25,35,16,8,11,1,1,23,20,79,118,E2022,EA7 EMPORIO ARMANI MILAN
ZAL,12000,81,15,41,11,27,18,21,15,26,41,12,5,5,4,7,16,19,89,119,E2022,ZALGIRIS KAUNAS
MAD,12000,72,19,35,8,28,10,15,10,28,38,18,3,11,7,4,19,16,79,119,E2022,REAL MADRID
ASV,12000,77,18,34,11,21,8,11,5,16,21,19,9,10,0,4,15,15,83,120,E2022,LDLC ASVEL VILLEURBANNE
OLY,12000,75,19,32,10,26,7,9,12,20,32,19,0,14,4,0,15,15,85,120,E2022,OLYMPIACOS PIRAEUS
MUN,12000,97,16,31,16,36,17,24,16,22,38,21,7,14,1,1,28,27,106,121,E2022,FC BAYERN MUNICH
PAM,12000,92,16,32,11,27,27,30,10,23,33,20,4,15,1,1,27,28,100,121,E2022,VALENCIA BASKET
ULK,12000,70,16,37,10,30,8,15,11,29,40,16,5,11,1,0,20,21,74,122,E2022,FENERBAHCE BEKO ISTANBUL
BAS,12000,76,21,45,7,21,13,18,12,32,44,22,6,10,0,1,22,20,92,122,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
MCO,12000,92,20,31,12,32,16,26,15,24,39,25,3,12,1,1,20,20,106,123,E2022,AS MONACO
BER,12000,89,20,37,12,33,13,16,16,21,37,18,6,10,1,1,20,20,99,123,E2022,ALBA BERLIN
BAR,12000,74,14,30,13,23,7,12,3,25,28,22,6,15,3,1,23,18,81,124,E2022,FC BARCELONA
PAN,12000,68,19,40,4,22,18,22,13,24,37,13,6,13,1,3,18,23,71,124,E2022,PANATHINAIKOS ATHENS
PAR,12000,82,27,39,4,18,16,16,4,22,26,19,8,10,2,2,16,18,101,125,E2022,PARTIZAN MOZZART BET BELGRADE
IST,12000,79,18,35,9,28,16,19,13,22,35,15,5,13,2,2,19,16,79,125,E2022,ANADOLU EFES ISTANBUL
VIR,12000,78,18,36,5,20,27,32,7,24,31,10,10,12,2,4,18,30,89,126,E2022,VIRTUS SEGAFREDO BOLOGNA
TEL,12000,73,24,45,5,21,10,11,13,25,38,14,3,14,4,2,30,18,66,126,E2022,MACCABI PLAYTIKA TEL AVIV
ULK,12000,72,20,34,6,24,14,20,7,26,33,19,5,10,2,2,25,21,77,127,E2022,FENERBAHCE BEKO ISTANBUL
PAR,12000,73,19,42,4,14,23,34,9,29,38,12,5,7,2,2,21,25,81,127,E2022,PARTIZAN MOZZART BET BELGRADE
BER,12000,70,15,29,9,33,13,19,14,20,34,9,10,14,4,3,16,21,71,128,E2022,ALBA BERLIN
TEL,12000,83,19,40,11,27,12,14,17,22,39,15,5,14,3,4,21,16,83,128,E2022,MACCABI PLAYTIKA TEL AVIV
OLY,12000,86,19,35,11,33,15,19,15,13,28,26,10,7,1,4,18,26,106,129,E2022,OLYMPIACOS PIRAEUS
RED,12000,90,20,27,11,24,17,20,7,24,31,23,4,16,4,1,26,18,104,129,E2022,CRVENA ZVEZDA MTS BELGRADE
BAS,12000,90,23,34,11,28,11,16,5,28,33,31,9,14,9,0,18,17,124,130,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
VIR,12000,79,17,42,12,31,9,12,15,23,38,17,5,16,0,9,18,18,67,130,E2022,VIRTUS SEGAFREDO BOLOGNA
MAD,12000,92,31,48,6,21,12,14,7,22,29,19,10,7,3,2,14,20,116,131,E2022,REAL MADRID
ASV,12000,73,25,41,6,20,5,8,8,25,33,14,2,16,2,3,20,14,66,131,E2022,LDLC ASVEL VILLEURBANNE
IST,12000,88,14,25,14,30,18,22,6,27,33,21,7,10,5,1,10,19,121,132,E2022,ANADOLU EFES ISTANBUL
PAN,12000,69,14,30,12,29,5,6,5,23,28,14,7,13,1,5,20,10,57,132,E2022,PANATHINAIKOS ATHENS
ZAL,12000,75,14,35,9,21,20,31,10,32,42,10,6,18,2,2,21,25,75,133,E2022,ZALGIRIS KAUNAS
MUN,12000,67,12,35,9,29,16,17,12,27,39,14,14,17,2,2,25,21,69,133,E2022,FC BAYERN MUNICH
PAM,12000,84,19,36,8,27,22,25,12,19,31,20,6,10,2,1,26,26,93,134,E2022,VALENCIA BASKET
BAR,12000,83,15,29,10,25,23,29,11,22,33,19,4,14,1,2,27,26,88,134,E2022,FC BARCELONA
MIL,12000,79,17,39,11,26,12,16,17,21,38,14,6,13,2,2,25,18,76,135,E2022,EA7 EMPORIO ARMANI MILAN
MCO,12000,71,19,43,5,23,18,25,22,21,43,9,7,13,2,2,18,23,73,135,E2022,AS MONACO
MCO,12000,84,20,33,7,21,23,28,9,18,27,18,7,6,2,2,25,26,99,136,E2022,AS MONACO
ZAL,12000,82,15,35,10,20,22,26,13,20,33,11,3,13,2,2,26,24,80,136,E2022,ZALGIRIS KAUNAS
TEL,12000,80,21,41,9,28,11,14,10,25,35,13,9,6,2,2,20,16,85,137,E2022,MACCABI PLAYTIKA TEL AVIV
IST,12000,72,14,22,10,30,14,18,6,29,35,12,3,16,2,2,16,20,78,137,E2022,ANADOLU EFES ISTANBUL
MIL,12000,90,20,31,11,26,17,23,7,23,30,18,5,9,4,1,21,26,110,138,E2022,EA7 EMPORIO ARMANI MILAN
PAM,12000,79,23,37,8,29,9,9,12,20,32,15,6,13,1,4,26,21,76,138,E2022,VALENCIA BASKET
PAR,12000,83,27,50,3,15,20,26,11,25,36,11,4,6,5,1,25,26,92,139,E2022,PARTIZAN MOZZART BET BELGRADE
MUN,12000,77,14,34,7,27,28,33,17,26,43,13,2,8,1,5,26,25,77,139,E2022,FC BAYERN MUNICH
BAS,12000,92,18,36,13,27,17,24,12,21,33,16,7,11,2,3,22,26,101,140,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
MAD,12000,86,19,40,8,19,24,31,13,23,36,17,6,15,3,2,26,22,88,140,E2022,REAL MADRID
RED,13500,94,33,51,3,20,19,23,12,23,35,19,4,6,1,0,22,23,109,141,E2022,CRVENA ZVEZDA MTS BELGRADE
BAR,13500,99,18,34,17,29,12,18,9,24,33,23,5,13,0,1,23,22,111,141,E2022,FC BARCELONA
ASV,12000,79,19,34,11,31,8,12,9,21,30,18,4,10,4,1,18,15,82,142,E2022,LDLC ASVEL VILLEURBANNE
BER,12000,91,28,42,8,30,11,12,14,28,42,27,6,9,1,4,15,18,120,142,E2022,ALBA BERLIN
PAN,12000,71,14,37,11,23,10,13,7,20,27,10,3,11,0,1,18,18,61,143,E2022,PANATHINAIKOS ATHENS
OLY,12000,95,29,41,9,25,10,11,8,27,35,28,6,10,1,0,18,18,126,143,E2022,OLYMPIACOS PIRAEUS
VIR,12000,92,22,37,12,22,12,13,5,16,21,26,9,13,0,2,17,19,109,144,E2022,VIRTUS SEGAFREDO BOLOGNA
ULK,12000,88,26,41,8,25,12,16,16,21,37,15,6,15,2,0,19,17,95,144,E2022,FENERBAHCE BEKO ISTANBUL
ZAL,12000,86,28,44,7,19,9,10,14,22,36,13,8,13,4,1,21,18,101,145,E2022,ZALGIRIS KAUNAS
ULK,12000,66,18,38,7,23,9,19,18,13,31,15,4,15,1,4,18,21,55,145,E2022,FENERBAHCE BEKO ISTANBUL
BER,12000,85,25,37,8,28,11,13,9,31,40,26,5,12,3,5,18,14,104,146,E2022,ALBA BERLIN
BAS,12000,84,13,33,14,34,16,18,9,24,33,16,9,10,5,3,14,18,96,146,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
BAR,12000,75,15,30,8,26,21,24,15,18,33,18,6,17,1,1,15,24,88,147,E2022,FC BARCELONA
VIR,12000,83,22,30,9,24,12,14,6,20,26,22,12,15,1,1,24,15,94,147,E2022,VIRTUS SEGAFREDO BOLOGNA
MUN,12000,84,28,47,5,14,13,16,10,30,40,14,4,10,5,2,21,20,103,148,E2022,FC BAYERN MUNICH
PAN,12000,68,15,36,9,27,11,20,12,19,31,7,7,8,2,5,20,21,55,148,E2022,PANATHINAIKOS ATHENS
PAR,12000,100,18,27,15,25,19,22,3,23,26,16,4,13,4,0,18,23,120,149,E2022,PARTIZAN MOZZART BET BELGRADE
MCO,12000,80,27,46,5,24,11,16,15,17,32,18,8,11,0,4,24,18,74,149,E2022,AS MONACO
IST,12000,78,21,35,7,22,15,19,9,18,27,13,10,12,1,0,14,24,94,150,E2022,ANADOLU EFES ISTANBUL
ASV,12000,72,22,35,6,21,10,11,9,21,30,14,4,18,0,1,24,14,62,150,E2022,LDLC ASVEL VILLEURBANNE
OLY,12000,82,19,41,12,26,8,8,10,19,29,19,14,11,3,2,19,18,97,151,E2022,OLYMPIACOS PIRAEUS
MIL,12000,66,18,31,7,22,9,10,8,26,34,16,11,21,2,3,18,19,77,151,E2022,EA7 EMPORIO ARMANI MILAN
PAM,12000,75,13,28,8,29,25,30,7,25,32,10,9,12,3,4,24,22,70,152,E2022,VALENCIA BASKET
RED,12000,77,17,31,7,24,22,27,7,31,38,17,7,14,4,3,22,24,92,152,E2022,CRVENA ZVEZDA MERIDIANBET BELGRADE
MAD,12000,98,14,26,18,33,16,21,8,34,42,29,7,12,6,2,19,20,137,153,E2022,REAL MADRID
TEL,12000,65,21,44,6,31,5,10,15,20,35,14,4,10,2,6,21,18,48,153,E2022,MACCABI PLAYTIKA TEL AVIV
MCO,12000,64,13,28,9,28,11,17,10,31,41,11,7,19,3,3,23,18,59,154,E2022,AS MONACO
OLY,12000,60,12,26,8,29,12,21,8,28,36,16,10,15,3,3,18,23,68,154,E2022,OLYMPIACOS PIRAEUS
RED,12000,59,17,37,7,24,4,6,6,21,27,15,5,8,0,6,18,17,52,155,E2022,CRVENA ZVEZDA MERIDIANBET BELGRADE
MAD,12000,79,23,35,8,28,9,13,14,30,44,17,3,13,6,0,17,18,101,155,E2022,REAL MADRID
BER,12000,83,18,34,12,32,11,13,16,22,38,19,9,12,0,1,20,22,100,156,E2022,ALBA BERLIN
MIL,12000,63,16,27,5,26,16,22,12,22,34,10,8,17,1,0,22,20,59,156,E2022,EA7 EMPORIO ARMANI MILAN
PAN,13500,88,19,40,9,29,23,34,26,19,45,12,5,18,4,0,26,29,87,157,E2022,PANATHINAIKOS ATHENS
ULK,13500,94,22,37,12,27,14,20,12,19,31,21,13,16,0,4,29,25,99,157,E2022,FENERBAHCE BEKO ISTANBUL
MUN,12000,92,14,37,14,24,22,24,9,27,36,14,8,12,6,1,18,24,114,158,E2022,FC BAYERN MUNICH
BAS,12000,79,17,35,9,30,18,21,11,24,35,21,7,13,1,6,24,18,76,158,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
VIR,12000,77,19,34,8,20,15,22,5,19,24,24,7,10,0,2,24,23,85,159,E2022,VIRTUS SEGAFREDO BOLOGNA
ZAL,12000,87,22,42,5,16,28,33,11,27,38,11,7,10,2,0,23,24,100,159,E2022,ZALGIRIS KAUNAS
ASV,12000,75,27,48,2,18,15,16,12,22,34,11,4,12,2,4,22,22,72,160,E2022,LDLC ASVEL VILLEURBANNE
BAR,12000,82,20,33,7,23,21,22,7,23,30,17,8,8,4,2,23,21,99,160,E2022,FC BARCELONA
TEL,12000,90,27,43,7,27,15,18,13,23,36,17,9,8,6,1,26,21,105,161,E2022,MACCABI PLAYTIKA TEL AVIV
PAR,12000,81,21,40,6,20,21,25,11,22,33,10,5,13,1,6,22,25,77,161,E2022,PARTIZAN MOZZART BET BELGRADE
PAM,12000,81,13,22,15,34,10,13,7,24,31,18,6,15,3,0,18,16,91,162,E2022,VALENCIA BASKET
IST,12000,71,20,33,8,32,7,10,12,22,34,16,11,13,0,3,16,18,78,162,E2022,ANADOLU EFES ISTANBUL
ULK,12000,79,19,38,9,27,14,19,16,28,44,16,6,14,0,0,19,20,90,163,E2022,FENERBAHCE BEKO ISTANBUL
MUN,12000,71,20,34,6,22,13,18,3,22,25,17,6,10,0,0,20,19,73,163,E2022,FC BAYERN MUNICH
RED,12000,92,20,27,15,32,7,9,8,21,29,28,6,12,1,1,23,18,112,164,E2022,CRVENA ZVEZDA MERIDIANBET BELGRADE
MCO,12000,68,17,39,7,24,13,19,18,16,34,12,6,14,1,1,18,22,65,164,E2022,AS MONACO
BER,12000,77,12,31,14,34,11,14,13,22,35,15,6,15,2,5,20,16,69,165,E2022,ALBA BERLIN
MAD,12000,84,16,34,11,29,19,24,13,26,39,18,9,13,5,2,16,20,103,165,E2022,REAL MADRID
VIR,12000,83,22,34,9,26,12,13,10,25,35,21,6,14,2,1,26,17,93,166,E2022,VIRTUS SEGAFREDO BOLOGNA
OLY,12000,85,17,31,11,33,18,25,14,19,33,19,6,8,1,2,17,24,98,166,E2022,OLYMPIACOS PIRAEUS
MIL,12000,61,13,31,8,26,11,15,11,22,33,11,5,8,1,1,19,19,62,167,E2022,EA7 EMPORIO ARMANI MILAN
ZAL,12000,66,15,37,8,19,12,15,12,25,37,10,5,11,1,1,19,19,71,167,E2022,ZALGIRIS KAUNAS
BAR,12000,75,23,40,7,26,8,10,9,23,32,19,8,8,2,2,20,14,82,168,E2022,FC BARCELONA
IST,12000,80,15,32,14,30,8,10,9,28,37,16,4,10,2,2,14,20,98,168,E2022,ANADOLU EFES ISTANBUL
ASV,12000,79,19,34,9,27,14,17,5,20,25,19,6,9,6,2,20,21,89,169,E2022,LDLC ASVEL VILLEURBANNE
PAM,12000,83,16,27,13,31,12,14,10,26,36,22,7,14,2,6,21,20,98,169,E2022,VALENCIA BASKET
PAN,12000,88,17,34,12,27,18,22,9,22,31,12,4,6,3,1,16,21,100,170,E2022,PANATHINAIKOS ATHENS
TEL,12000,86,25,42,9,27,9,10,14,24,38,15,4,9,1,3,22,15,89,170,E2022,MACCABI PLAYTIKA TEL AVIV
PAR,12000,83,15,28,13,23,14,19,7,25,32,17,8,13,4,1,19,20,103,171,E2022,PARTIZAN MOZZART BET BELGRADE
BAS,12000,65,15,30,9,27,8,13,11,18,29,18,8,13,1,4,20,18,64,171,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
ULK,13500,98,30,43,7,30,17,29,14,31,45,20,2,11,5,2,26,27,110,172,E2022,FENERBAHCE BEKO ISTANBUL
MCO,13500,94,24,49,8,24,22,29,15,27,42,17,6,10,2,5,27,25,96,172,E2022,AS MONACO
TEL,12000,87,20,41,13,29,8,12,16,25,41,13,7,9,2,1,19,18,98,173,E2022,MACCABI PLAYTIKA TEL AVIV
BER,12000,74,12,31,11,35,17,21,18,24,42,19,6,11,1,2,18,19,83,173,E2022,ALBA BERLIN
BAS,12000,78,19,27,8,28,16,20,8,17,25,14,5,9,1,0,21,23,84,174,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
BAR,12000,85,22,39,8,25,17,23,18,22,40,19,5,10,0,1,23,21,96,174,E2022,FC BARCELONA
VIR,12000,74,17,35,7,19,19,22,8,32,40,22,8,16,2,2,21,20,94,175,E2022,VIRTUS SEGAFREDO BOLOGNA
PAN,12000,64,14,29,8,29,12,16,6,22,28,12,9,14,2,2,21,21,59,175,E2022,PANATHINAIKOS ATHENS
PAM,12000,89,17,28,12,25,19,22,9,19,28,20,7,18,1,2,24,26,100,176,E2022,VALENCIA BASKET
PAR,12000,81,14,24,12,25,17,21,4,14,18,15,7,15,2,1,26,24,78,176,E2022,PARTIZAN MOZZART BET BELGRADE
IST,12000,81,18,30,9,22,18,21,2,21,23,15,5,7,2,1,20,26,96,177,E2022,ANADOLU EFES ISTANBUL
MUN,12000,89,21,36,12,28,11,13,10,26,36,20,4,9,1,2,26,20,100,177,E2022,FC BAYERN MUNICH
ZAL,12000,71,16,31,9,23,12,13,9,20,29,14,7,12,5,3,16,18,83,178,E2022,ZALGIRIS KAUNAS
RED,12000,66,21,39,7,25,3,4,16,19,35,15,7,14,3,5,18,16,68,178,E2022,CRVENA ZVEZDA MERIDIANBET BELGRADE
OLY,12000,73,24,42,6,26,7,11,14,29,43,15,4,12,3,4,19,17,78,179,E2022,OLYMPIACOS PIRAEUS
MAD,12000,60,20,36,3,25,11,13,11,25,36,16,8,14,4,3,17,19,69,179,E2022,REAL MADRID
MIL,12000,73,23,35,4,21,15,21,11,28,39,15,3,11,2,1,18,23,90,180,E2022,EA7 EMPORIO ARMANI MILAN
ASV,12000,79,15,27,11,28,16,18,2,20,22,16,9,6,1,2,23,18,83,180,E2022,LDLC ASVEL VILLEURBANNE
BER,12000,88,19,35,11,30,17,20,14,21,35,17,9,15,4,2,24,24,98,181,E2022,ALBA BERLIN
PAM,12000,94,24,38,8,25,22,27,12,21,33,21,9,11,2,4,24,23,107,181,E2022,VALENCIA BASKET
ASV,12000,91,21,28,11,30,16,20,9,21,30,21,10,13,0,1,19,20,109,182,E2022,LDLC ASVEL VILLEURBANNE
ULK,12000,77,20,33,9,22,10,13,7,18,25,11,7,14,1,0,21,19,76,182,E2022,FENERBAHCE BEKO ISTANBUL
PAN,12000,89,19,32,10,19,21,33,8,18,26,15,10,10,2,4,21,28,101,183,E2022,PANATHINAIKOS ATHENS
ZAL,12000,65,18,39,6,21,11,12,18,21,39,10,3,19,4,2,28,21,56,183,E2022,ZALGIRIS KAUNAS
MAD,13500,91,24,49,8,22,19,21,14,21,35,12,13,20,5,5,21,25,94,184,E2022,REAL MADRID
BAR,13500,86,19,38,12,26,12,16,12,26,38,20,11,25,5,5,25,20,88,184,E2022,FC BARCELONA
MCO,12000,101,29,44,9,17,16,23,8,22,30,22,10,13,2,1,18,22,125,185,E2022,AS MONACO
MIL,12000,88,17,30,12,30,18,19,8,19,27,19,9,14,1,2,22,18,92,185,E2022,EA7 EMPORIO ARMANI MILAN
RED,12000,78,16,33,9,19,19,21,10,26,36,12,3,16,1,2,25,22,80,186,E2022,CRVENA ZVEZDA MERIDIANBET BELGRADE
PAR,12000,79,15,36,10,24,19,23,11,19,30,13,12,7,2,1,22,25,92,186,E2022,PARTIZAN MOZZART BET BELGRADE
OLY,12000,95,19,31,11,27,24,37,12,27,39,26,6,14,4,3,23,27,116,187,E2022,OLYMPIACOS PIRAEUS
TEL,12000,89,21,42,11,31,14,20,16,21,37,15,7,11,3,4,28,23,84,187,E2022,MACCABI PLAYTIKA TEL AVIV
BAS,13500,114,22,40,16,40,22,28,18,30,48,31,4,8,3,3,21,21,141,188,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
IST,13500,111,23,41,16,33,17,20,5,27,32,16,5,6,3,3,21,21,120,188,E2022,ANADOLU EFES ISTANBUL
MUN,12000,91,27,44,5,21,22,30,16,21,37,9,8,13,2,1,26,23,89,189,E2022,FC BAYERN MUNICH
VIR,12000,84,21,34,8,27,18,21,10,18,28,16,5,13,1,2,23,26,87,189,E2022,VIRTUS SEGAFREDO BOLOGNA
ULK,12000,73,15,33,12,36,7,12,19,16,35,16,6,13,1,2,24,19,64,190,E2022,FENERBAHCE BEKO ISTANBUL
OLY,12000,93,14,29,17,29,14,20,14,26,40,21,5,14,2,1,19,22,116,190,E2022,OLYMPIACOS PIRAEUS
BAR,12000,83,16,32,11,25,18,21,13,24,37,20,5,12,3,2,19,22,104,191,E2022,FC BARCELONA
TEL,12000,78,19,36,10,28,10,15,10,20,30,13,6,8,2,3,22,18,74,191,E2022,MACCABI PLAYTIKA TEL AVIV
MIL,12000,89,25,44,8,21,15,15,12,27,39,16,4,13,0,6,18,21,100,192,E2022,EA7 EMPORIO ARMANI MILAN
BAS,12000,83,24,36,8,32,11,12,8,18,26,19,6,8,6,0,21,18,92,192,E2022,CAZOO BASKONIA VITORIA-GASTEIZ
PAR,12000,92,25,41,8,21,18,21,10,17,27,12,11,7,3,0,16,23,113,193,E2022,PARTIZAN MOZZART BET BELGRADE
ASV,12000,71,24,41,4,15,11,14,11,20,31,15,3,17,0,3,23,16,62,193,E2022,LDLC ASVEL VILLEURBANNE
PAM,12000,82,18,34,10,26,16,18,9,25,34,19,4,10,4,3,20,18,94,194,E2022,VALENCIA BASKET
MUN,12000,73,18,37,8,21,13,14,6,24,30,14,9,9,3,4,19,20,84,194,E2022,FC BAYERN MUNICH
VIR,12000,84,21,37,8,24,18,23,13,22,35,28,7,11,2,0,19,24,113,195,E2022,VIRTUS SEGAFREDO BOLOGNA
RED,12000,72,18,38,6,22,18,22,16,20,36,15,7,14,0,2,24,19,69,195,E2022,CRVENA ZVEZDA MERIDIANBET BELGRADE
IST,12000,80,24,38,7,16,11,12,6,23,29,18,7,14,5,3,14,19,103,196,E2022,ANADOLU EFES ISTANBUL
ZAL,12000,70,19,41,8,21,8,12,14,16,30,13,8,14,3,5,19,14,61,196,E2022,ZALGIRIS KAUNAS
BER,12000,84,22,31,7,26,19,21,9,24,33,16,4,20,3,1,25,17,81,197,E2022,ALBA BERLIN
MCO,12000,102,30,57,6,16,24,29,13,19,32,22,8,6,1,3,17,25,122,197,E2022,AS MONACO
MAD,12000,83,26,45,4,21,19,21,12,31,43,16,8,10,0,4,20,21,99,198,E2022,REAL MADRID
PAN,12000,68,14,37,10,32,10,13,13,25,38,8,7,15,4,0,21,20,61,198,E2022,PANATHINAIKOS ATHENS
BAR,12000,72,19,42,9,21,7,10,16,20,36,21,3,10,2,0,21,20,85,199,E2022,FC BARCELONA
MUN,12000,70,18,38,6,21,16,17,12,19,31,9,5,9,0,2,20,21,69,199,E2022,FC BAYERN MUNICH
